model_a,model_b,winner,category
claude-3-5-haiku-20241022,grok-4-0709,model_b,other
claude-3-7-sonnet-20250219,claude-3-5-haiku-20241022,model_b,other
claude-opus-4-20250514-thinking-16k,qwen3-235b-a22b,model_b,other
gemini-2.5-pro,o4-mini-2025-04-16,model_a,other
qwen3-235b-a22b-no-thinking,claude-opus-4-20250514,model_b,coding
amazon-nova-experimental-chat-05-14,qwq-32b,model_b,other
gemini-2.5-flash,deepseek-r1-0528,model_a,other
qwen3-235b-a22b-no-thinking,gemini-2.5-pro,model_b,other
gemini-2.5-flash-preview-04-17,gpt-4.1-2025-04-14,model_b,coding
gemma-3-27b-it,claude-opus-4-20250514,model_b,other
grok-3-preview-02-24,claude-3-7-sonnet-20250219-thinking-32k,model_a,other
deepseek-v3-0324,grok-3-mini-beta,model_b,other
llama-4-maverick-17b-128e-instruct,gemini-2.5-flash-preview-04-17,model_b,other
llama-4-maverick-17b-128e-instruct,gemini-2.0-flash-001,model_a,other
grok-3-mini-beta,amazon-nova-experimental-chat-05-14,model_b,other
gemini-2.5-flash,chatgpt-4o-latest-20250326,model_b,coding
deepseek-r1-0528,gemini-2.5-flash-lite-preview-06-17-thinking,model_a,coding
qwen3-235b-a22b-no-thinking,gemini-2.5-pro,model_a,other
gemini-2.5-flash,o4-mini-2025-04-16,model_a,coding
mistral-small-2506,command-a-03-2025,model_b,other
deepseek-r1-0528,grok-3-preview-02-24,model_a,other
qwen3-235b-a22b,mistral-medium-2505,model_a,coding
grok-4-0709,qwen3-235b-a22b,model_b,coding
gemini-2.5-flash,gemma-3-27b-it,model_a,other
gemini-2.5-pro,gemma-3-27b-it,model_a,other
mistral-medium-2505,claude-sonnet-4-20250514-thinking-32k,model_a,other
gemini-2.5-pro-preview-05-06,claude-opus-4-20250514,model_b,coding
claude-3-5-sonnet-20241022,qwen3-30b-a3b,model_b,other
claude-sonnet-4-20250514,grok-3-mini-beta,model_b,other
mistral-medium-2505,llama-3.3-70b-instruct,model_a,coding
grok-3-preview-02-24,mistral-medium-2505,model_a,coding
gemini-2.5-flash-lite-preview-06-17-thinking,claude-opus-4-20250514-thinking-16k,model_a,other
qwen3-235b-a22b,amazon.nova-pro-v1:0,model_b,coding
grok-3-preview-02-24,grok-4-0709,model_b,coding
mistral-medium-2505,qwen3-235b-a22b-no-thinking,model_a,other
gpt-4.1-mini-2025-04-14,gemini-2.5-flash-preview-04-17,model_b,coding
gemini-2.5-pro,claude-opus-4-20250514,model_a,coding
mistral-medium-2505,grok-3-preview-02-24,model_b,coding
qwen3-235b-a22b-no-thinking,claude-3-5-sonnet-20241022,model_a,other
minimax-m1,claude-opus-4-20250514,model_a,other
claude-opus-4-20250514-thinking-16k,claude-opus-4-20250514,model_a,other
amazon.nova-pro-v1:0,qwq-32b,model_b,other
claude-sonnet-4-20250514-thinking-32k,llama-4-scout-17b-16e-instruct,model_b,other
claude-3-7-sonnet-20250219-thinking-32k,amazon.nova-pro-v1:0,model_a,other
mistral-medium-2505,gemini-2.0-flash-001,model_a,coding
claude-3-7-sonnet-20250219,mistral-small-3.1-24b-instruct-2503,model_b,other
o3-2025-04-16,llama-4-scout-17b-16e-instruct,model_a,other
gpt-4.1-mini-2025-04-14,minimax-m1,model_a,other
qwen3-30b-a3b,grok-3-mini-beta,model_b,other
minimax-m1,command-a-03-2025,model_a,other
claude-opus-4-20250514,o3-mini,model_a,other
qwq-32b,qwen-max-2025-01-25,model_b,other
qwen-max-2025-01-25,grok-3-mini-beta,model_b,other
minimax-m1,gemma-3-27b-it,model_a,other
gemini-2.5-pro,minimax-m1,model_a,other
o3-2025-04-16,qwen3-235b-a22b-no-thinking,model_b,coding
gpt-4.1-mini-2025-04-14,claude-opus-4-20250514,model_a,coding
magistral-medium-2506,gemini-2.5-pro,model_b,other
qwen-max-2025-01-25,mistral-small-3.1-24b-instruct-2503,model_a,other
qwen-max-2025-01-25,claude-sonnet-4-20250514-thinking-32k,model_a,other
qwq-32b,grok-3-preview-02-24,model_b,coding
claude-sonnet-4-20250514,llama-4-maverick-03-26-experimental,model_b,coding
qwen3-235b-a22b-no-thinking,magistral-medium-2506,model_b,other
grok-3-mini-beta,claude-3-5-haiku-20241022,model_a,other
claude-3-5-haiku-20241022,gpt-4.1-mini-2025-04-14,model_a,other
qwen3-235b-a22b,grok-3-mini-beta,model_a,coding
kimi-k2-0711-preview,amazon.nova-pro-v1:0,model_a,other
claude-3-7-sonnet-20250219,amazon.nova-pro-v1:0,model_b,other
gemini-2.5-flash,mistral-medium-2505,model_b,other
gemini-2.5-flash,qwen3-30b-a3b,model_a,other
mistral-medium-2505,qwen3-30b-a3b,model_b,other
llama-4-scout-17b-16e-instruct,claude-3-7-sonnet-20250219,model_b,other
claude-3-5-haiku-20241022,qwq-32b,model_b,coding
command-a-03-2025,o3-mini,model_b,coding
grok-3-mini-beta,mistral-small-2506,model_a,coding
gpt-4.1-mini-2025-04-14,gemini-2.5-pro,model_b,coding
gpt-4.1-2025-04-14,qwen-max-2025-01-25,model_b,other
mistral-medium-2505,claude-sonnet-4-20250514-thinking-32k,model_a,other
gemini-2.5-pro-preview-05-06,mistral-medium-2505,model_a,coding
mistral-medium-2505,grok-3-preview-02-24,model_a,coding
gemini-2.0-flash-001,gemma-3-27b-it,model_a,other
llama-3.3-70b-instruct,claude-3-5-sonnet-20241022,model_a,other
claude-sonnet-4-20250514-thinking-32k,gemini-2.5-flash-lite-preview-06-17-thinking,model_b,other
qwen3-235b-a22b-no-thinking,amazon-nova-experimental-chat-05-14,model_a,coding
grok-3-mini-high,deepseek-v3-0324,model_b,other
grok-3-preview-02-24,claude-opus-4-20250514,model_a,other
gemma-3-27b-it,amazon.nova-pro-v1:0,model_b,other
gemini-2.5-flash-preview-04-17,claude-opus-4-20250514,model_a,coding
deepseek-v3-0324,gemma-3-27b-it,model_b,other
gemini-2.5-flash-lite-preview-06-17-thinking,llama-4-maverick-03-26-experimental,model_b,other
claude-sonnet-4-20250514,deepseek-r1-0528,model_b,coding
gemini-2.0-flash-001,claude-sonnet-4-20250514,model_b,other
chatgpt-4o-latest-20250326,gpt-4.1-mini-2025-04-14,model_a,other
minimax-m1,mistral-medium-2505,model_a,other
claude-3-5-haiku-20241022,claude-3-7-sonnet-20250219,model_b,other
gemini-2.5-flash,claude-opus-4-20250514,model_a,other
gemini-2.5-flash,gemini-2.5-pro,model_a,other
gemini-2.5-flash-preview-04-17,qwen-max-2025-01-25,model_b,coding
gemini-2.5-pro-preview-03-25,claude-3-7-sonnet-20250219,model_a,other
claude-opus-4-20250514-thinking-16k,minimax-m1,model_b,coding
o3-2025-04-16,mistral-small-2506,model_b,other
claude-3-5-sonnet-20241022,claude-opus-4-20250514,model_b,coding
mistral-small-3.1-24b-instruct-2503,gemini-2.5-flash-lite-preview-06-17-thinking,model_b,other
claude-3-5-sonnet-20241022,command-a-03-2025,model_a,other
grok-4-0709,claude-3-7-sonnet-20250219-thinking-32k,model_a,other
grok-3-preview-02-24,grok-3-mini-high,model_b,other
chatgpt-4o-latest-20250326,deepseek-v3-0324,model_a,other
minimax-m1,qwq-32b,model_b,other
gemini-2.0-flash-001,claude-3-5-sonnet-20241022,model_a,other
chatgpt-4o-latest-20250326,grok-3-preview-02-24,model_a,coding
claude-3-7-sonnet-20250219,command-a-03-2025,model_a,coding
o4-mini-2025-04-16,qwen3-235b-a22b-no-thinking,model_a,coding
llama-4-maverick-03-26-experimental,claude-sonnet-4-20250514,model_b,other
chatgpt-4o-latest-20250326,gpt-4.1-2025-04-14,model_a,other
claude-opus-4-20250514,llama-4-scout-17b-16e-instruct,model_b,other
gpt-4.1-mini-2025-04-14,claude-sonnet-4-20250514-thinking-32k,model_b,other
deepseek-r1-0528,gemma-3-27b-it,model_b,other
grok-3-preview-02-24,gemini-2.5-flash-lite-preview-06-17-thinking,model_b,coding
llama-4-maverick-03-26-experimental,gemma-3-27b-it,model_a,coding
claude-sonnet-4-20250514-thinking-32k,qwq-32b,model_a,other
llama-4-maverick-03-26-experimental,grok-3-mini-beta,model_a,other
llama-4-maverick-03-26-experimental,claude-3-5-sonnet-20241022,model_a,coding
qwen3-30b-a3b,gemini-2.5-flash-preview-04-17,model_b,other
deepseek-v3-0324,o3-mini,model_b,other
claude-sonnet-4-20250514-thinking-32k,deepseek-r1-0528,model_b,coding
claude-opus-4-20250514,chatgpt-4o-latest-20250326,model_a,other
mistral-medium-2505,o3-mini,model_a,other
o4-mini-2025-04-16,gpt-4.1-2025-04-14,model_a,other
gemini-2.5-flash,claude-opus-4-20250514,model_a,other
kimi-k2-0711-preview,qwen3-235b-a22b-no-thinking,model_a,other
grok-3-preview-02-24,grok-3-mini-high,model_b,coding
claude-sonnet-4-20250514-thinking-32k,claude-3-7-sonnet-20250219,model_a,coding
qwen3-235b-a22b-instruct-2507,llama-4-scout-17b-16e-instruct,model_a,other
gemini-2.5-pro,amazon.nova-pro-v1:0,model_b,coding
gemini-2.5-flash,claude-sonnet-4-20250514,model_b,coding
claude-3-5-sonnet-20241022,o4-mini-2025-04-16,model_a,other
llama-4-maverick-17b-128e-instruct,deepseek-r1-0528,model_a,other
deepseek-r1-0528,claude-3-5-haiku-20241022,model_b,coding
minimax-m1,gemma-3n-e4b-it,model_a,other
claude-opus-4-20250514-thinking-16k,o3-2025-04-16,model_b,coding
amazon.nova-pro-v1:0,claude-sonnet-4-20250514-thinking-32k,model_a,other
claude-opus-4-20250514,mistral-medium-2505,model_b,other
deepseek-v3-0324,gpt-4.1-2025-04-14,model_a,coding
gpt-4o-2024-11-20,qwen-max-2025-01-25,model_b,other
gemini-2.0-flash-001,claude-3-5-haiku-20241022,model_a,other
o3-2025-04-16,claude-sonnet-4-20250514-thinking-32k,model_a,coding
mistral-medium-2505,claude-sonnet-4-20250514,model_b,other
gemini-2.5-flash-preview-04-17,gemini-2.5-pro,model_b,other
deepseek-r1-0528,o3-mini,model_b,coding
claude-3-5-haiku-20241022,claude-opus-4-20250514,model_a,other
amazon-nova-experimental-chat-05-14,gemini-2.5-flash-lite-preview-06-17-thinking,model_a,coding
mistral-medium-2505,grok-3-mini-beta,model_a,other
command-a-03-2025,mistral-small-3.1-24b-instruct-2503,model_a,other
qwq-32b,mistral-small-3.1-24b-instruct-2503,model_b,other
gemini-2.5-flash,gpt-4.1-mini-2025-04-14,model_a,other
gemini-2.5-flash-preview-04-17,claude-3-5-haiku-20241022,model_b,other
claude-3-5-haiku-20241022,magistral-medium-2506,model_b,coding
o4-mini-2025-04-16,o3-2025-04-16,model_b,other
hunyuan-turbos-20250416,amazon.nova-pro-v1:0,model_a,other
gpt-4.1-mini-2025-04-14,gemini-2.5-pro,model_a,coding
claude-3-7-sonnet-20250219,gemma-3-27b-it,model_b,coding
grok-3-mini-beta,claude-opus-4-20250514,model_a,other
gemini-2.5-pro,grok-3-preview-02-24,model_b,coding
gemma-3-27b-it,o3-mini,model_a,other
gemini-2.0-flash-001,amazon-nova-experimental-chat-05-14,model_b,other
o3-2025-04-16,qwq-32b,model_a,other
qwen3-235b-a22b-no-thinking,command-a-03-2025,model_a,other
claude-opus-4-20250514-thinking-16k,gemini-2.5-pro-preview-05-06,model_a,other
claude-opus-4-20250514,mistral-medium-2505,model_a,other
claude-opus-4-20250514-thinking-16k,gpt-4.1-2025-04-14,model_a,other
gpt-4.1-2025-04-14,claude-sonnet-4-20250514,model_b,coding
qwen3-235b-a22b,gemini-2.5-pro,model_a,other
gemini-2.5-flash-preview-04-17,qwen3-235b-a22b,model_b,other
qwen3-235b-a22b-no-thinking,deepseek-r1-0528,model_b,other
claude-sonnet-4-20250514-thinking-32k,amazon-nova-experimental-chat-05-14,model_b,coding
grok-3-preview-02-24,chatgpt-4o-latest-20250326,model_b,other
gemini-2.5-flash-lite-preview-06-17-thinking,claude-sonnet-4-20250514,model_a,other
amazon.nova-pro-v1:0,gemini-2.5-flash,model_a,other
qwq-32b,qwen3-235b-a22b-instruct-2507,model_b,other
chatgpt-4o-latest-20250326,claude-sonnet-4-20250514,model_a,coding
o3-mini,gemini-2.5-flash,model_b,other
gpt-4.1-2025-04-14,command-a-03-2025,model_b,other
o3-mini,command-a-03-2025,model_b,other
qwen3-235b-a22b,qwen3-235b-a22b-no-thinking,model_b,coding
chatgpt-4o-latest-20250326,qwen3-235b-a22b-no-thinking,model_a,other
claude-3-5-haiku-20241022,gemini-2.5-flash-preview-04-17,model_b,other
amazon.nova-pro-v1:0,gpt-4.1-mini-2025-04-14,model_a,other
gemini-2.5-pro,gemini-2.5-flash,model_b,other
claude-3-7-sonnet-20250219,grok-3-mini-high,model_b,other
grok-3-preview-02-24,llama-4-maverick-17b-128e-instruct,model_a,other
o4-mini-2025-04-16,qwen-max-2025-01-25,model_a,coding
minimax-m1,mistral-small-3.1-24b-instruct-2503,model_a,coding
gemini-2.5-pro,claude-3-5-haiku-20241022,model_a,other
claude-opus-4-20250514,claude-3-7-sonnet-20250219,model_a,other
grok-3-preview-02-24,claude-sonnet-4-20250514-thinking-32k,model_b,coding
gemini-2.5-flash-lite-preview-06-17-thinking,llama-3.3-70b-instruct,model_a,other
claude-3-7-sonnet-20250219,gemini-2.5-pro-preview-03-25,model_b,other
claude-opus-4-20250514,mistral-small-2506,model_b,coding
claude-3-7-sonnet-20250219,grok-3-mini-high,model_a,coding
mistral-medium-2505,claude-3-7-sonnet-20250219-thinking-32k,model_a,other
llama-4-maverick-03-26-experimental,qwen3-235b-a22b,model_b,other
gemini-2.0-flash-001,claude-sonnet-4-20250514,model_b,coding
gemini-2.0-flash-001,gpt-4o-mini-2024-07-18,model_a,other
command-a-03-2025,o3-2025-04-16,model_a,coding
gemma-3-27b-it,mistral-small-2506,model_b,other
claude-3-7-sonnet-20250219,claude-3-5-sonnet-20241022,model_b,other
gemini-2.5-flash-preview-04-17,llama-4-maverick-17b-128e-instruct,model_a,coding
qwen3-235b-a22b-no-thinking,minimax-m1,model_b,other
chatgpt-4o-latest-20250326,gemini-2.5-flash,model_b,other
gemini-2.0-flash-001,gemini-2.5-flash,model_b,other
qwen3-30b-a3b,claude-3-7-sonnet-20250219,model_b,coding
amazon.nova-pro-v1:0,gemini-2.5-pro,model_b,coding
amazon.nova-pro-v1:0,gemini-2.5-flash,model_a,other
llama-4-maverick-03-26-experimental,gemini-2.5-flash-preview-04-17,model_a,other
claude-opus-4-20250514,claude-3-7-sonnet-20250219-thinking-32k,model_a,other
llama-3.3-70b-instruct,gemini-2.5-pro-preview-05-06,model_a,other
llama-3.3-70b-instruct,qwen3-235b-a22b-no-thinking,model_b,other
claude-3-7-sonnet-20250219,claude-sonnet-4-20250514-thinking-32k,model_b,other
grok-3-preview-02-24,claude-opus-4-20250514,model_a,other
mistral-small-2506,claude-opus-4-20250514-thinking-16k,model_a,other
gemini-2.5-pro,claude-sonnet-4-20250514,model_a,coding
qwq-32b,qwen3-235b-a22b,model_b,other
grok-3-preview-02-24,amazon.nova-pro-v1:0,model_a,other
grok-3-preview-02-24,gemini-2.5-pro-preview-03-25,model_a,other
claude-sonnet-4-20250514-thinking-32k,command-a-03-2025,model_a,other
deepseek-v3-0324,claude-opus-4-20250514,model_a,coding
claude-3-5-haiku-20241022,minimax-m1,model_a,other
o3-2025-04-16,grok-3-mini-beta,model_a,coding
claude-3-5-haiku-20241022,gpt-4.1-2025-04-14,model_b,coding
llama-4-maverick-17b-128e-instruct,o3-2025-04-16,model_b,other
chatgpt-4o-latest-20250326,claude-3-5-sonnet-20241022,model_a,other
o4-mini-2025-04-16,claude-3-5-sonnet-20241022,model_a,other
amazon.nova-pro-v1:0,grok-4-0709,model_b,coding
deepseek-r1-0528,mistral-medium-2505,model_a,other
gemma-3-27b-it,qwq-32b,model_b,coding
gemma-3-27b-it,gemini-2.5-pro-preview-05-06,model_a,other
claude-3-7-sonnet-20250219-thinking-32k,mistral-medium-2505,model_b,other
mistral-medium-2505,gpt-4.1-mini-2025-04-14,model_a,other
minimax-m1,claude-3-7-sonnet-20250219-thinking-32k,model_b,other
llama-3.3-70b-instruct,gemini-2.5-flash-lite-preview-06-17-thinking,model_b,other
gemini-2.0-flash-001,qwen3-235b-a22b-no-thinking,model_a,coding
o4-mini-2025-04-16,gemini-2.0-flash-001,model_a,other
claude-opus-4-20250514-thinking-16k,qwen3-235b-a22b,model_b,other
deepseek-v3-0324,chatgpt-4o-latest-20250326,model_b,coding
claude-3-5-sonnet-20241022,grok-3-mini-high,model_b,other
o3-mini,amazon-nova-experimental-chat-05-14,model_b,other
grok-3-preview-02-24,gemini-2.5-flash-preview-04-17,model_a,coding
claude-3-7-sonnet-20250219,qwen3-235b-a22b-no-thinking,model_b,other
gemini-2.5-flash-preview-04-17,claude-3-7-sonnet-20250219-thinking-32k,model_a,other
gemini-2.5-pro,qwen3-235b-a22b-no-thinking,model_a,coding
o4-mini-2025-04-16,amazon.nova-pro-v1:0,model_a,other
llama-3.3-70b-instruct,chatgpt-4o-latest-20250326,model_b,other
gpt-4.1-2025-04-14,qwen3-235b-a22b-no-thinking,model_b,other
claude-opus-4-20250514,llama-4-maverick-03-26-experimental,model_b,coding
gemini-2.5-pro,claude-opus-4-20250514,model_a,other
claude-3-7-sonnet-20250219,claude-opus-4-20250514,model_b,other
claude-opus-4-20250514,qwen-max-2025-01-25,model_b,other
grok-4-0709,mistral-medium-2505,model_a,other
llama-4-maverick-03-26-experimental,hunyuan-turbos-20250416,model_b,other
grok-3-mini-beta,qwen-max-2025-01-25,model_b,other
deepseek-v3-0324,claude-opus-4-20250514-thinking-16k,model_a,other
claude-opus-4-20250514-thinking-16k,gemini-2.5-flash-preview-04-17,model_b,other
grok-3-mini-beta,gpt-4.1-mini-2025-04-14,model_b,other
mistral-small-3.1-24b-instruct-2503,qwen3-235b-a22b-no-thinking,model_b,other
deepseek-r1-0528,gpt-4.1-mini-2025-04-14,model_a,coding
grok-3-preview-02-24,gemini-2.5-pro,model_b,other
claude-opus-4-20250514,mistral-medium-2505,model_b,other
claude-3-7-sonnet-20250219-thinking-32k,hunyuan-turbos-20250416,model_b,other
gemini-2.5-pro-preview-05-06,claude-3-7-sonnet-20250219-thinking-32k,model_b,coding
kimi-k2-0711-preview,amazon-nova-experimental-chat-05-14,model_a,other
o4-mini-2025-04-16,claude-3-7-sonnet-20250219-thinking-32k,model_a,other
gemma-3-27b-it,amazon-nova-experimental-chat-05-14,model_a,coding
claude-sonnet-4-20250514,qwen3-235b-a22b,model_b,coding
gpt-4o-2024-11-20,qwen-max-2025-01-25,model_b,other
gemini-2.5-flash,claude-3-7-sonnet-20250219-thinking-32k,model_b,other
mistral-small-2506,llama-3.3-70b-instruct,model_b,other
claude-3-5-sonnet-20241022,minimax-m1,model_b,other
llama-4-maverick-17b-128e-instruct,gemini-2.5-flash-preview-04-17,model_b,coding
claude-3-7-sonnet-20250219-thinking-32k,o3-2025-04-16,model_a,coding
o3-mini,grok-3-preview-02-24,model_b,other
claude-3-5-haiku-20241022,o3-mini,model_b,other
claude-sonnet-4-20250514-thinking-32k,qwen-max-2025-01-25,model_a,other
gpt-4.1-2025-04-14,amazon.nova-pro-v1:0,model_a,coding
claude-opus-4-20250514,amazon.nova-pro-v1:0,model_a,other
magistral-medium-2506,gemini-2.5-flash-lite-preview-06-17-thinking,model_b,other
qwen3-30b-a3b,o4-mini-2025-04-16,model_a,other
llama-3.3-70b-instruct,o3-2025-04-16,model_a,other
qwen3-235b-a22b-no-thinking,grok-3-preview-02-24,model_b,other
grok-3-mini-beta,qwen3-30b-a3b,model_b,coding
claude-opus-4-20250514-thinking-16k,mistral-medium-2505,model_a,other
amazon-nova-experimental-chat-05-14,llama-4-maverick-17b-128e-instruct,model_b,other
claude-3-5-sonnet-20241022,llama-4-maverick-03-26-experimental,model_b,other
claude-3-7-sonnet-20250219,o4-mini-2025-04-16,model_a,other
gemma-3n-e4b-it,gemini-2.5-pro,model_b,coding
claude-3-5-haiku-20241022,claude-opus-4-20250514-thinking-16k,model_a,other
deepseek-r1-0528,gemini-2.5-flash,model_a,coding
gemini-2.5-flash-lite-preview-06-17-thinking,gemma-3-27b-it,model_a,other
claude-3-5-sonnet-20241022,chatgpt-4o-latest-20250326,model_b,other
claude-sonnet-4-20250514,deepseek-v3-0324,model_a,other
qwen3-235b-a22b,claude-opus-4-20250514,model_b,coding
minimax-m1,claude-3-5-sonnet-20241022,model_a,coding
o3-mini,qwq-32b,model_a,other
grok-3-mini-high,claude-sonnet-4-20250514,model_b,other
claude-3-5-haiku-20241022,gpt-4.1-mini-2025-04-14,model_b,coding
llama-3.3-70b-instruct,llama-4-maverick-17b-128e-instruct,model_a,other
gpt-4.1-2025-04-14,qwen3-235b-a22b-no-thinking,model_a,other
gpt-4o-2024-11-20,gpt-4.1-2025-04-14,model_a,other
grok-3-mini-beta,qwen3-235b-a22b-no-thinking,model_a,other
minimax-m1,claude-opus-4-20250514-thinking-16k,model_b,coding
qwen3-30b-a3b,gemini-2.5-flash,model_b,coding
o4-mini-2025-04-16,minimax-m1,model_b,coding
gemini-2.5-flash,command-a-03-2025,model_a,other
gpt-4.1-2025-04-14,amazon.nova-pro-v1:0,model_a,coding
grok-3-preview-02-24,deepseek-r1-0528,model_a,other
llama-3.3-70b-instruct,o3-mini,model_a,other
claude-opus-4-20250514-thinking-16k,claude-opus-4-20250514,model_b,coding
llama-3.3-70b-instruct,command-a-03-2025,model_b,other
mistral-medium-2505,claude-3-7-sonnet-20250219-thinking-32k,model_b,other
grok-3-preview-02-24,gemma-3-27b-it,model_b,coding
command-a-03-2025,claude-3-7-sonnet-20250219-thinking-32k,model_b,coding
qwen3-30b-a3b,o3-2025-04-16,model_b,other
claude-opus-4-20250514,claude-sonnet-4-20250514,model_a,other
gemini-2.0-flash-001,claude-3-7-sonnet-20250219-thinking-32k,model_a,other
gemini-2.0-flash-thinking-exp-01-21,gpt-4o-2024-11-20,model_a,other
qwen3-235b-a22b-no-thinking,qwen3-235b-a22b,model_a,coding
deepseek-v3-0324,claude-3-7-sonnet-20250219,model_b,other
gemini-2.5-flash,mistral-small-3.1-24b-instruct-2503,model_a,other
